"borough","business","stars","plus_code","address","latitude","longitude"
"Southall Pharmacy & Travel Clinic (Previously Shah Pharma","Southall Pharmacy & Travel Clinic (Previously Shah Pharmacy)",4.7,"GJ8H+MH","13 North Parade, North Road, Southall UB1 2L",NA,NA
"Tesco Expr","Tesco Express",3.7,"GG3M+6C","223 Station Rd, West Drayton UB7 7J",NA,NA
"Garners Ickenham Pharmacy & Travel Cli","Garners Ickenham Pharmacy & Travel Clinic",4.8,"HH74+P7","1 Swakeleys Rd, London UB10 8D",NA,NA
"Touchwood Pharm","Touchwood Pharmacy",3.8,"GJP4+48","493 Yeading Ln, Northolt UB5 6L",NA,NA
"Howletts Pharm","Howletts Pharmacy",4.3,"HHP6+24","81 Howletts Ln, Ruislip HA4 7Y",NA,NA
"Hayes Town Pharmacy ","Hayes Town Pharmacy Ltd",4.1,"GH5M+45","11 Coldharbour Ln, Hayes Town, Hayes UB3 3E",NA,NA
"Daya Pharm","Daya Pharmacy",4.2,"GHCP+63","750 Uxbridge Rd, Hayes UB4 0R",NA,NA
"Anmol Pharm","Anmol Pharmacy",4,"GJ7G+HW","97 North Rd., Southall UB1 2J",NA,NA
"Pickup Pharmacy ","Pickup Pharmacy Ltd",3.3,"GH6P+FR","21, Broadway Parade, Coldharbour Ln, Hayes UB3 3H",NA,NA
"Pickup Pharmacy ","Pickup Pharmacy Ltd",3.3,"GH6P+FR","21, Broadway Parade, Coldharbour Ln, Hayes UB3 3H",NA,NA
"Joshi Pharm","Joshi Pharmacy",4.7,"GHC3+QH","315 Harlington Rd, Uxbridge UB8 3J",NA,NA
"Eastcote Pharmacy & Travel Cli","Eastcote Pharmacy & Travel Clinic",3.6,"HJH2+W6","109, 111 Field End Rd, Pinner HA5 1Q",NA,NA
"McParland H A ","McParland H A Ltd",3.7,"GH9Q+HR","522 Uxbridge Rd, Hayes UB4 0S",NA,NA
"Ravenor Pharmacy (Weight Loss & Blood Pressure Clin","Ravenor Pharmacy (Weight Loss & Blood Pressure Clinic)",4.4,"GJHW+F2","70 The Broadway, Greenford UB6 9Q",NA,NA
"M Gokani Chem","M Gokani Chemist",4.3,"GJVG+XM","32 Church Rd, Northolt UB5 5A",NA,NA
"Flora Fountain Pharm","Flora Fountain Pharmacy",4.6,"GGVF+X5","283 High St, Uxbridge UB8 1L",NA,NA
"Vantage Pharm","Vantage Pharmacy",4.3,"GHJH+VR","252 Kingshill Ave, Hayes UB4 8B",NA,NA
"Kasmani Pharmacy & Travel Vaccination Cli","Kasmani Pharmacy & Travel Vaccination Clinic",3.9,"GH2G+9C","6, Northfield Parade, Station Rd, Hayes UB3 4J",NA,NA
"Medics Pharm","Medics Pharmacy",4.3,"FHX9+5X","11 Dawley Rd, Hayes UB3 1L",NA,NA
"Vantage Chem","Vantage Chemist",4.7,"GH9C+3W","Park Parade, Barra Hall Rd, Hayes UB3 2N",NA,NA
"Eclipse Pharm","Eclipse Pharmacy",3.9,"GHCM+9M","788 Uxbridge Rd, Hayes UB4 0R",NA,NA
"The Village Pharmacy & Travel Vaccination Cli","The Village Pharmacy & Travel Vaccination Clinic",4.6,"FHP7+XG","220 High Street Harlington, Harlington, Hayes UB3 5D",NA,NA
"Lansbury Pharm","Lansbury Pharmacy",4.7,"GHGJ+GC","102 Lansbury Dr, Hayes UB4 8S",NA,NA
"Ruislip Manor Pharmacy , Travel Clinic & Weight Loss Cli","Ruislip Manor Pharmacy , Travel Clinic & Weight Loss Clinic",4.8,"HHCQ+V5","53 Victoria Rd, Ruislip HA4 9B",NA,NA
"Boots Pharm","Boots Pharmacy",3.8,"GG5G+J8","16 Station Rd, West Drayton UB7 7B",NA,NA
"Brunel Pharm","Brunel Pharmacy",3.9,"Amigable","Uxbridge UB8 3P",NA,NA
"Sharmans Pharmacy and Travel Cli","Sharmans Pharmacy and Travel Clinic",4.7,"JH6F+JV","3, 5 Clive Parade, Northwood HA6 2Q",NA,NA
"Nuchem Pharmacy + Travel Clinic Ha","Nuchem Pharmacy + Travel Clinic Hayes",4.8,"GH4M+X4","24 Coldharbour Ln, Hayes Town, Hayes UB3 3E",NA,NA
"Phillips Pharm","Phillips Pharmacy",3.2,"GG7H+33","84 High St, West Drayton UB7 7D",NA,NA
"Tesco Pharm","Tesco Pharmacy",2.8,"GG8F+64","High St, West Drayton UB7 7F",NA,NA
"Mango Pharmacy (travel clinic, ear-microsuction, private blood testi","Mango Pharmacy (travel clinic, ear-microsuction, private blood testing)",4.5,"GGG9+M4","3, The Parade, High St, Cowley, Uxbridge, Cowley UB8 2E",NA,NA
"Alpha Chem","Alpha Chemist",4.5,"GJP6+X7","480 Church Rd, Northolt UB5 5A",NA,NA
"HA McParl","HA McParland",3.9,"GGQ9+M9","120 Cowley Rd, Uxbridge UB8 2L",NA,NA
"Tesco Pharm","Tesco Pharmacy",2.4,"GJF7+VX","Glencoe Rd, Hayes UB4 9S",NA,NA
"Carewell Chem","Carewell Chemist",4.7,"GG3R+VV","10 Mulberry Parade, West Drayton UB7 9A",NA,NA
"ROXANNES PHARM","ROXANNES PHARMACY",4,"GJHV+8V","51 The Broadway, Greenford UB6 9P",NA,NA
"Nu-Ways Pharm","Nu-Ways Pharmacy",3.2,"HH7P+2F","292 W End Rd, Ruislip HA4 6L",NA,NA
"",NA,3.9,"GJ9F+GQ","185 Lady Margaret Rd, Southall UB1 2P",NA,NA
"Winchester Pharm","Winchester Pharmacy",4.2,"GG4F+7X","64 Swan Rd, West Drayton UB7 7J",NA,NA
"Chimsons Chem","Chimsons Chemist",4.5,"HHFP+4X","29 Victoria Rd, Ruislip HA4 9A",NA,NA
"Boots Pharm","Boots Pharmacy",3.1,"HJ69+9H","716 Field End Rd, Ruislip HA4 0Q",NA,NA
"Ariana Pharm","Ariana Pharmacy",3.9,"GJHX+98","472 Greenford Rd, Greenford UB6 8S",NA,NA
"Northolt Pharm","Northolt Pharmacy",3.1,"GJJF+JG","Taywood Rd, Northolt UB5 6W",NA,NA
"Chana Chemist of South","Chana Chemist of Southall",4.1,"GJ5F+Q6","52 South Rd, Southall UB1 1R",NA,NA
"Ashworths Chem","Ashworths Chemist",3.9,"HHFF+XQ","64 High St, Ruislip HA4 7A",NA,NA
"Dunn's Pharmacy - Alphega Pharm","Dunn's Pharmacy - Alphega Pharmacy",3.9,"FHHQ+QG","740 Bath Rd, Cranford, Hounslow TW5 9T",NA,NA
"Boots Pharm","Boots Pharmacy",2.7,"GH4J+C7","28, 30 Station Rd, Hayes UB3 4D",NA,NA
"Kings Pharmacy Ear Wax Removal and Yellow Fever Travel Cli","Kings Pharmacy Ear Wax Removal and Yellow Fever Travel Clinic",5,"GJ9W+H6","50 Greenford Rd, Greenford UB6 9A",NA,NA
"Kings Pharm","Kings Pharmacy",4.1,"HJ6G+PP","336 Eastcote Ln, Harrow HA2 9A",NA,NA
"",NA,3.9,"HHCQ+Q6","63 Victoria Rd, Ruislip HA4 9B",NA,NA
"Boots Pharm","Boots Pharmacy",4.2,"HGH2+R3","16 Station Parade, Denham, Uxbridge UB9 5E",NA,NA
"Chana Health - Pharmacy & Cli","Chana Health - Pharmacy & Clinic",4.7,"GJ6G+FC","33 High St, Southall UB1 3H",NA,NA
"Winchester Pharmacy, Icken","Winchester Pharmacy, Ickenham",4.5,"Amigable","79 Swakeleys Rd, Ickenham, Uxbridge UB10 8D",NA,NA
"Tesco Superst","Tesco Superstore",3.8,"GG8F+63","High St, West Drayton UB7 7F",NA,NA
"",NA,5,"GH4J+P9","2/8 Station Rd, Hayes UB3 4D",NA,NA
"",NA,3.4,"HJH2+7G","171 Field End Rd, Pinner HA5 1Q",NA,NA
"",NA,4.5,"GJ77+23","227 The Broadway, Southall UB1 1N",NA,NA
"Ch","Chana",4,"GJFP+R6","251 Allenby Rd, Southall UB1 2H",NA,NA
"Queens Pharm","Queens Pharmacy",3.5,"GJ6C+GG","61 The Broadway, Southall UB1 1J",NA,NA
"Wellcare Pharm","Wellcare Pharmacy",3.9,"HJ2J+H6","5 Haydock Grn, Northolt UB5 4A",NA,NA
"Boots Pharm","Boots Pharmacy",2,"HJH2+P8","123 Field End Rd, Pinner HA5 1Q",NA,NA
"Health Pharmacy Blood Testing Cli","Health Pharmacy Blood Testing Clinic",4.6,"Amigable","394 Rayners Ln, Rayners Lane, Harrow, Pinner HA5 5D",NA,NA
"Tesco Pharm","Tesco Pharmacy",3.9,"FHXR+JV","Bullsbridge Industrial Estate, Hayes Rd, Hounslow, Southall UB2 5N",NA,NA
"Sherry's Chem","Sherry's Chemist",4.7,"GJ5F+V8","48 South Rd, Southall UB1 1R",NA,NA
"Puri Pharmacy - Earwax Removal Clinic, NHS and Private Consultation & Prescribing Servi","Puri Pharmacy - Earwax Removal Clinic, NHS and Private Consultation & Prescribing Services",4.7,"GJ27+6P","39 Western Rd, Southall UB2 5H",NA,NA
"",NA,3,"GGWF+58","128 The Chimes Shopping Centre High Street, Uxbridge, Greater, London UB8 1G",NA,NA
"",NA,3.4,"GM57+HX","83 Uxbridge Rd, London W7 3S",NA,NA
"",NA,3.5,"GC8C+RF","Upton Lea Parade, 3 Wexham Rd, Slough SL2 5J",NA,NA
"Fountain Pharm","Fountain Pharmacy",3.8,"GJ28+W5","43 Featherstone Rd, Southall UB2 5A",NA,NA
"Superdrug Pharm","Superdrug Pharmacy",1,"HJH2+G8","143 Field End Rd, Pinner HA5 1Q",NA,NA
"Superdrug Pharm","Superdrug Pharmacy",1,"HJH2+G8","143 Field End Rd, Pinner HA5 1Q",NA,NA
"Hounslow East Pharmacy & Travel Vaccination Cen","Hounslow East Pharmacy & Travel Vaccination Centre",4.6,"FJFV+48","84 Kingsley Rd, Hounslow TW3 1Q",NA,NA
"Hayes Town Pharmacy ","Hayes Town Pharmacy Ltd",4.1,"GH5M+45","11 Coldharbour Ln, Hayes Town, Hayes UB3 3E",NA,NA
"Rana wo","Rana world",NA,"FJQJ+73","14 Biscoe Cl, Hounslow TW5 0U",NA,NA
"Shah ","Shah a H",2.8,"FJC8+RX","303 Bath Rd, Hounslow TW3 3D",NA,NA
"Riverside Pharm","Riverside Pharmacy",4.3,"FM9G+92","1 Shrewsbury Walk, Isleworth TW7 7D",NA,NA
"Pickup Pharmacy ","Pickup Pharmacy Ltd",3.3,"GH6P+FR","21, Broadway Parade, Coldharbour Ln, Hayes UB3 3H",NA,NA
"Westlake Pharmacy Servi","Westlake Pharmacy Services",5,"FJ7M+XP","Unit 8, Industrial Estate, Hounslow TW3 3U",NA,NA
"Asda Hounslow Superst","Asda Hounslow Superstore",3.9,"FJCQ+CH","Access from High Street off Kingsley Road and, Cecil Rd, Hounslow TW3 1J",NA,NA
"Maswell Park Pharmacy + Travel Cli","Maswell Park Pharmacy + Travel Clinic",4.8,"FJ7V+GC","6 Central Ave, Hounslow TW3 2Q",NA,NA
"Bo","Boots",4.1,"FJ9Q+FC","199 High St, Hounslow TW3 1B",NA,NA
"Shah Pharm","Shah Pharmacy",4.2,"FJF6+G5","382 Bath Rd, Hounslow TW4 7H",NA,NA
"Jade Pharmacy & Travel Cli","Jade Pharmacy & Travel Clinic",4,"FJMG+QV","176 Heston Rd, Heston, Hounslow TW5 0Q",NA,NA
"Herbert & Herbert Pharmacy & Travel Cli","Herbert & Herbert Pharmacy & Travel Clinic",4.5,"FJ8H+PV","106 Staines Rd, Hounslow TW3 3L",NA,NA
"Boots Pharm","Boots Pharmacy",3.8,"FGC6+HR","Terminal 5, Unit 3044 Terminal 5 Landside, Airport, Hounslow TW6 2R",NA,NA
"Jade Pharmacy & Travel Cli","Jade Pharmacy & Travel Clinic",4.3,"FJM9+8H","319 Vicarage Farm Rd, Hounslow TW5 0D",NA,NA
"Hounslow Pharm","Hounslow Pharmacy",4,"FJ9G+JR","115, 117 Bath Rd, Hounslow TW3 3B",NA,NA
"Bhogal Pharmacy & Travel Vaccination Cli","Bhogal Pharmacy & Travel Vaccination Clinic",4.9,"FJG8+P8","48 Vicarage Farm Rd, Hounslow TW5 0A",NA,NA
"ASDA Pharm","ASDA Pharmacy",2.6,"FJCQ+CG","Access from High Street off Kingsley Road and, Cecil Rd, Hounslow TW3 1J",NA,NA
"ASDA Pharm","ASDA Pharmacy",2.6,"FJCQ+CG","Access from High Street off Kingsley Road and, Cecil Rd, Hounslow TW3 1J",NA,NA
"",NA,2.6,"FJ9G+JR","Bath Road Pharmacy, 115-117 Bath Rd, Hounslow TW3 3B",NA,NA
"Medico Pharm","Medico Pharmacy",3.9,"FJG3+7W","2 Parklands Parade, Bath Rd, Hounslow TW5 9A",NA,NA
"Medico Pharm","Medico Pharmacy",3.9,"FJG3+7W","2 Parklands Parade, Bath Rd, Hounslow TW5 9A",NA,NA
"Amin Pharm","Amin Pharmacy",4.8,"FJCV+9V","",NA,NA
